Inches,Ram,Gpu,OpSys,Weight,Price_euros,CPU Manufacturer,CPU Series,CPU Model,CPU Clock Speed,Capacity,MemoryType,Laptop,Width,Height
17.3,4,AMD Radeon R5,Windows 10,2.6,489.0,AMD,AMD A8-Series,8,2.2,128GB,SSD,LenovoNotebookIdeaPad 110-17ACL,1600,900
17.3,4,Nvidia GeForce 920MX,Windows 10,2.0,564.0,Intel,Intel Core,3,2.0,1TB,HDD,AsusNotebookX705UV-BX074T (i3-6006U/4GB/1TB/GeForce,1920,1080
15.6,8,Nvidia GeForce GTX 960M,Windows 10,2.6,789.0,Intel,Intel Core,5,2.3,128GB,SSD,LenovoNotebookIdeaPad Y700-15ISK,1920,1080
15.6,8,Intel UHD Graphics 620,Windows 10,2.08,819.0,Intel,Intel Core,7,1.8,1TB,HDD,Dell2 in 1 ConvertibleInspiron 5579,1920,1080
15.6,16,Nvidia GeForce GTX 960M,Windows 10,2.6,1029.0,Intel,Intel Core,7,2.6,128GB,SSD,LenovoGamingIdeaPad Y700-15ISK,1920,1080
14.0,8,Intel UHD Graphics 620,Windows 10,1.6,770.0,Intel,Intel Core,5,1.6,256GB,SSD,AcerUltrabookSwift 3,1920,1080
13.5,16,Intel Iris Plus Graphics 640,Windows 10 S,1.25,2589.0,Intel,Intel Core,7,2.5,512GB,SSD,MicrosoftUltrabookSurface Laptop,2256,1504
12.5,8,Intel HD Graphics 515,Windows 10,0.97,1908.0,Intel,Intel Core,6Y,1.2,512GB,SSD,HPNetbookEliteBook Folio,1920,1080
15.6,16,Nvidia GeForce GTX 1050,Windows 10,2.5,1699.0,Intel,Intel Core,7,2.8,128GB,SSD,SamsungNotebookNotebook Odyssey,1920,1080
14.0,16,Intel HD Graphics 620,Windows 10,1.42,2509.0,Intel,Intel Core,7,2.7,512GB,SSD,Lenovo2 in 1 ConvertibleThinkPad X1,2560,1440
14.0,8,Intel HD Graphics 620,Windows 10,1.48,2089.0,Intel,Intel Core,7,2.7,512GB,SSD,HPUltrabookEliteBook 840,1920,1080
13.3,8,Intel HD Graphics 620,Windows 10,1.11,1149.0,Intel,Intel Core,5,2.5,256GB,SSD,HPNotebookSpectre 13-V100nv,1920,1080
17.3,6,Nvidia GeForce 940MX,Windows 10,2.8,949.0,Intel,Intel Core,7,2.7,128GB,SSD,LenovoNotebookIdeaPad 320-17IKB,1600,900
15.6,4,Nvidia GeForce 940MX,Windows 10,2.23,544.0,Intel,Intel Core,3,2.0,1TB,HDD,AcerNotebookAspire E5-576G,1920,1080
15.6,4,Intel HD Graphics 520,No OS,2.1,398.0,Intel,Intel Core,5,2.3,500GB,HDD,LenovoNotebookV110-15ISK (i5-6200U/4GB/500GB/No,1366,768
15.6,4,AMD Radeon R4 Graphics,Windows 10,1.86,369.0,AMD,AMD A6-Series,6,2.5,256GB,SSD,HPNotebook255 G6,1366,768
15.6,8,AMD Radeon 520,Windows 10,1.91,618.99,Intel,Intel Core,5,2.5,256GB,SSD,HPNotebook15-BS026nv (i5-7200U/8GB/256GB/Radeon,1366,768
15.6,4,Intel HD Graphics 520,Windows 7,2.32,825.0,Intel,Intel Core,7,2.5,1.0TB,Hybrid,LenovoNotebookB51-80 (i7-6500U/4GB/1008GB/FHD/W7),1920,1080
14.0,8,Nvidia GeForce 940MX,Windows 10,1.87,859.0,Intel,Intel Core,7,2.7,256GB,SSD,LenovoNotebookThinkpad E470,1920,1080
18.4,32,Nvidia GTX 980 SLI,Windows 10,4.4,2799.0,Intel,Intel Core,7,2.9,512GB,SSD,MSIGamingGT80S 6QF-074US,1920,1080
12.5,16,Intel HD Graphics 520,Windows 10,1.3,1650.0,Intel,Intel Core,7,2.5,512GB,SSD,LenovoNetbookThinkPad Yoga,1920,1080
14.0,16,Nvidia GeForce GTX 1060,Windows 10,1.6,1891.0,Intel,Intel Core,7,2.8,256GB,SSD,MSIGamingGS43VR 7RE,1920,1080
15.6,4,Intel HD Graphics 500,Windows 10,2.2,419.0,Intel,Intel Celeron,3350,1.1,500GB,HDD,LenovoNotebookIdeapad 320-15IAP,1366,768
15.6,4,Nvidia GeForce 920M,Windows 10,2.2,720.32,Intel,Intel Core,7,2.5,500GB,HDD,AsusNotebookX556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,1366,768
13.3,8,Intel HD Graphics 6000,macOS,1.34,1158.7,Intel,Intel Core,5,1.8,256GB,Flash Storage,AppleUltrabookMacbook Air,1440,900
15.6,4,Intel HD Graphics 520,Windows 7,1.88,932.0,Intel,Intel Core,5,2.3,500GB,HDD,HPNotebookEliteBook 850,1366,768
12.5,8,Intel HD Graphics 515,Chrome OS,1.2,1159.0,Intel,Intel Core,7,1.2,64GB,Flash Storage,Asus2 in 1 ConvertibleChromebook Flip,1920,1080
15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.65,999.0,Intel,Intel Core,5,2.5,1TB,HDD,DellGamingInspiron 7577,1920,1080
15.6,32,Nvidia GeForce GTX 1050,Windows 10,2.06,2639.0,Intel,Intel Core,7,2.8,1TB,SSD,DellNotebookXPS 15,3840,2160
15.6,8,AMD Radeon R7 M460,Windows 10,2.08,959.0,Intel,Intel Core,5,2.5,256GB,SSD,Lenovo2 in 1 ConvertibleYoga 510-15IKB,1920,1080
14.0,8,Intel HD Graphics 620,Windows 10,1.36,1639.0,Intel,Intel Core,5,2.5,256GB,SSD,DellUltrabookLatitude 7480,1920,1080
17.3,16,Nvidia GeForce GTX 1070,Windows 10,4.14,2499.0,Intel,Intel Core,7,2.8,512GB,SSD,MSIGamingGT73EVR 7RE,1920,1080
14.0,4,Intel HD Graphics 520,Windows 10,1.75,915.0,Intel,Intel Core,5,2.3,500GB,HDD,ToshibaNotebookTecra A40-C-1KF,1366,768
15.6,4,Nvidia GeForce 940MX,Windows 10,2.23,616.0,Intel,Intel Core,5,2.5,1TB,HDD,AcerNotebookAspire E5-576G,1920,1080
13.3,4,Intel HD Graphics 620,Windows 10,1.44,735.0,Intel,Intel Core,3,2.4,180GB,SSD,LenovoNotebookThinkpad 13,1920,1080
15.6,8,AMD Radeon R5 M430,Windows 10,1.9,817.95,Intel,Intel Core,5,2.5,128GB,SSD,LenovoNotebookV310-15ISK (i5-7200U/8GB/1TB,1920,1080
15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1199.0,Intel,Intel Core,7,2.8,128GB,SSD,MSIGamingGP62M Leopard,1920,1080
14.0,8,Intel HD Graphics 520,Windows 7,2.02,1340.0,Intel,Intel Core,5,2.3,256GB,SSD,LenovoNotebookThinkPad L470,1920,1080
15.6,4,Intel HD Graphics 520,Windows 10,1.8,847.0,Intel,Intel Core,7,2.5,256GB,SSD,Lenovo2 in 1 ConvertibleYoga 500-15ISK,1920,1080
15.6,16,Nvidia Quadro M2200,Windows 10,2.6,2419.0,Intel,Intel Core,7,2.8,256GB,SSD,HPWorkstationZBook 15,1920,1080
13.3,8,Nvidia GeForce 940M,Windows 10,1.45,1026.0,Intel,Intel Core,5,2.3,512GB,SSD,AsusUltrabookZenBook UX310UQ-GL026T,1920,1080
17.3,16,Nvidia GeForce GTX 1060,Windows 10,2.43,1948.99,Intel,Intel Core,7,2.6,256GB,SSD,MSIGamingGS73VR Stealth,1920,1080
17.3,8,AMD Radeon R4,Windows 10,2.8,519.0,AMD,AMD A6-Series,6,2.5,1TB,HDD,LenovoNotebookIdeaPad 320-15AST,1600,900
15.6,8,Intel HD Graphics 620,Windows 10,2.0,860.0,Intel,Intel Core,5,2.5,500GB,HDD,ToshibaNotebookSatellite Pro,1920,1080
15.6,16,AMD Radeon R7 M445,Windows 10,2.3,859.01,Intel,Intel Core,7,2.7,1TB,HDD,DellNotebookInspiron 5567,1920,1080
17.3,8,Nvidia GeForce GTX 950M,Windows 10,2.69,891.0,Intel,Intel Core,5,2.5,256GB,SSD,AsusNotebookK756UX-T4340T (i5-7200U/8GB/500GB,1920,1080
17.3,8,Nvidia GeForce GTX 960M,Windows 10,2.9,1511.19,Intel,Intel Core,7,2.6,128GB,SSD,MSIGamingGE72 Apache,1920,1080
15.6,4,Intel HD Graphics 520,No OS,2.1,349.0,Intel,Intel Core,3,2.0,500GB,HDD,HPNotebook15-bs018nq (i3-6006U/4GB/500GB/FHD/No,1920,1080
17.3,8,Nvidia GeForce 930MX,Windows 10,2.5,977.0,Intel,Intel Core,5,1.6,128GB,SSD,HPNotebookProBook 470,1920,1080
17.3,16,Nvidia GeForce GTX 1070,Windows 10,2.9,2029.0,Intel,Intel Core,7,2.8,256GB,SSD,MSIGamingGE72MVR 7RG,1920,1080
13.3,8,Intel HD Graphics 620,Windows 10,1.49,1090.0,Intel,Intel Core,7,2.7,256GB,SSD,HPNotebookProBook 430,1920,1080
14.0,4,Intel HD Graphics 500,Windows 10,1.63,299.0,Intel,Intel Celeron,3350,1.1,32GB,Flash Storage,AsusNotebookR417NA-RS01 (N3350/4GB/32GB/W10),1366,768
15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.4,1199.0,Intel,Intel Core,5,2.5,256GB,SSD,MSIGamingGL62M 7RD,1920,1080
15.6,4,Nvidia GeForce MX130,Windows 10,2.2,572.0,Intel,Intel Core,3,2.7,256GB,SSD,AcerNotebookAspire A515-51G-37JS,1920,1080
15.6,4,Intel HD Graphics 620,Windows 10,2.3,684.8,Intel,Intel Core,5,2.5,500GB,HDD,HP2 in 1 ConvertiblePavilion x360,1366,768
15.6,4,Intel HD Graphics 520,Windows 10,2.2,409.0,Intel,Intel Core,3,2.0,500GB,HDD,LenovoNotebookIdeaPad 320-15ISK,1920,1080
17.3,16,Nvidia GeForce GTX 1060,Windows 10,4.2,2299.0,Intel,Intel Core,7,2.8,256GB,SSD,AcerGamingPredator G9-793,1920,1080
15.6,4,Nvidia GeForce MX150,Windows 10,2.2,613.0,Intel,Intel Core,5,1.6,1TB,HDD,AcerNotebookAspire A515-51G-59QF,1920,1080
13.3,8,Intel HD Graphics 620,Windows 10,1.11,1349.0,Intel,Intel Core,7,2.7,256GB,SSD,HPUltrabookSpectre 13-V111dx,1920,1080
11.6,4,Intel HD Graphics 400,Chrome OS,1.25,265.0,Intel,Intel Celeron,3060,1.6,16GB,SSD,LenovoNetbookChromebook N23,1366,768
15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1099.0,Intel,Intel Core,5,2.5,128GB,SSD,HPNotebook15-cb003na (i5-7300HQ/8GB/1TB,1920,1080
15.6,16,Intel UHD Graphics 620,Windows 10,1.88,1607.96,Intel,Intel Core,7,1.9,512GB,SSD,DellUltrabookLatitude 5590,1920,1080
13.3,4,Intel HD Graphics 620,Windows 10,1.5,549.0,Intel,Intel Core,3,2.4,128GB,SSD,LenovoNotebookIdeapad 510S-13IKB,1920,1080
13.3,8,Intel Iris Plus Graphics 640,macOS,1.37,1339.69,Intel,Intel Core,5,2.3,128GB,SSD,AppleUltrabookMacBook Pro,2560,1600
15.6,4,Intel HD Graphics 520,Windows 10,1.86,439.0,Intel,Intel Core,3,2.0,500GB,HDD,HPNotebook250 G6,1366,768
15.6,8,AMD Radeon R7 M445,Windows 10,2.36,889.0,Intel,Intel Core,5,2.5,256GB,SSD,DellNotebookInspiron 5567,1920,1080
14.0,8,Intel HD Graphics 520,Windows 10,1.79,740.0,Intel,Intel Core,3,2.3,128GB,SSD,DellNotebookLatitude E5470,1366,768
12.5,8,Intel HD Graphics 620,Windows 10,1.6,1690.0,Intel,Intel Core,7,2.8,256GB,SSD,DellUltrabookLatitude 7280,1920,1080
15.6,8,Nvidia Quadro M620,Windows 10,2.23,1778.0,Intel,Intel Core,7,2.8,1TB,HDD,DellWorkstationPrecision 3520,1920,1080
14.0,8,Intel HD Graphics 520,Windows 10,1.54,1468.0,Intel,Intel Core,7,2.5,512GB,SSD,HPUltrabookEliteBook 840,1920,1080
11.6,4,Intel HD Graphics,Windows 10,1.4,269.0,Intel,Intel Celeron,3050,1.6,32GB,Flash Storage,AcerNetbookTravelMate B117-M,1366,768
15.6,4,AMD Radeon R4 Graphics,No OS,2.2,309.0,AMD,AMD A6-Series,6,2.9,500GB,HDD,LenovoNotebookIdeaPad 320-15AST,1366,768
15.6,8,Intel HD Graphics 620,Windows 10,1.91,589.0,Intel,Intel Core,5,2.5,128GB,SSD,HPNotebook15-bs024nv (i5-7200U/8GB/128GB/W10),1366,768
15.6,4,Intel HD Graphics 400,No OS,1.86,259.0,Intel,Intel Celeron,3060,1.6,500GB,HDD,HPNotebook250 G6,1366,768
15.6,8,Intel HD Graphics 620,Windows 10,1.9,1179.0,Intel,Intel Core,5,2.6,256GB,SSD,DellNotebookLatitude 5580,1920,1080
17.3,16,Nvidia GeForce GTX 1070,Windows 10,4.42,3012.77,Intel,Intel Core,7,2.8,128GB,SSD,DellGamingAlienware 17,1920,1080
15.6,8,AMD Radeon RX 560,Windows 10,2.45,699.0,AMD,AMD FX,9830P,3.0,1TB,HDD,AsusGamingFX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,1920,1080
17.3,16,Nvidia GeForce GTX 1060,Windows 10,2.7,1598.0,Intel,Intel Core,7,2.8,256GB,SSD,MSIGamingGE72VR Apache,1920,1080
13.3,8,Intel UHD Graphics 620,Windows 10,1.23,1399.0,Intel,Intel Core,5,1.6,256GB,SSD,DellUltrabookXPS 13,1920,1080
13.3,8,Intel UHD Graphics 620,Windows 10,1.55,659.0,Intel,Intel Core,5,1.6,1TB,HDD,Dell2 in 1 ConvertibleInspiron 5379,1920,1080
13.3,8,Intel HD Graphics 620,Windows 10,1.27,928.0,Intel,Intel Core,5,2.5,256GB,SSD,Asus2 in 1 ConvertibleZenBook Flip,1920,1080
17.3,16,Nvidia GeForce GTX 980M,Windows 10,4.3,1799.0,Intel,Intel Core,7,2.8,256GB,SSD,AsusGamingROG G752VSK-GC493T,1920,1080
17.3,12,Nvidia GeForce GTX 1050 Ti,Linux,3.0,949.0,Intel,Intel Core,7,2.8,1TB,HDD,AsusGamingFX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce,1920,1080
15.6,4,AMD Radeon R5 M430,Windows 10,2.2,449.0,Intel,Intel Core,3,2.0,1TB,HDD,DellNotebookInspiron 3567,1920,1080
14.0,4,Intel HD Graphics 620,Windows 10,1.3,509.0,Intel,Intel Core,3,2.4,128GB,SSD,AsusNotebookVivoBook S14,1366,768
15.6,4,AMD Radeon R5 M420,Windows 10,2.18,739.0,Intel,Intel Core,7,2.7,256GB,SSD,DellNotebookVostro 3568,1920,1080
15.6,6,Intel HD Graphics 620,Windows 10,2.23,549.0,Intel,Intel Core,5,2.5,1TB,HDD,AcerNotebookAspire E5-575,1366,768
14.0,4,Intel HD Graphics 620,Windows 10,1.6,875.0,Intel,Intel Core,5,2.5,500GB,HDD,DellNotebookLatitude 5480,1366,768
14.0,4,Intel HD Graphics 620,Windows 10,1.95,1265.0,Intel,Intel Core,5,2.5,128GB,SSD,HPNotebookProbook 640,1920,1080
15.6,8,Intel HD Graphics 620,Windows 10,2.3,911.0,Intel,Intel Core,5,2.5,256GB,SSD,LenovoNotebookThinkPad L570,1920,1080
14.0,8,Nvidia GeForce 930MX,Windows 10,1.64,1049.26,Intel,Intel Core,5,2.5,256GB,SSD,HPNotebookProBook 440,1920,1080
15.6,8,Nvidia GeForce 920MX ,No OS,2.2,499.0,Intel,Intel Core,3,2.0,256GB,SSD,LenovoNotebookIdeaPad 320-15ISK,1366,768
12.5,8,Intel HD Graphics 520,Windows 10,1.3,1099.0,Intel,Intel Core,5,2.3,180GB,SSD,LenovoUltrabookThinkpad X260,1366,768
15.6,16,Intel HD Graphics 620,Windows 10,2.09,1179.0,Intel,Intel Core,7,2.7,512GB,SSD,Dell2 in 1 ConvertibleInspiron 5578,1920,1080
15.6,4,Intel HD Graphics 500,Linux,2.0,274.99,Intel,Intel Celeron,3350,1.1,1TB,HDD,AsusNotebookX541NA (N3350/4GB/1TB/Linux),1366,768
12.3,6,Intel HD Graphics 500,Windows 10,1.4,449.0,Intel,Intel Celeron,3450,1.1,64GB,Flash Storage,ChuwiNotebookLapBook 12.3,2736,1824
15.6,4,Intel HD Graphics 500,Windows 10,2.1,348.0,Intel,Intel Celeron,3350,1.1,1TB,HDD,AcerNotebookAspire A315-31,1366,768
15.6,8,Intel UHD Graphics 620,Windows 10,1.88,1298.0,Intel,Intel Core,7,1.9,256GB,SSD,DellUltrabookLatitude 5590,1920,1080
15.6,4,Intel UHD Graphics 620,Windows 10,2.04,521.47,Intel,Intel Core,5,1.6,1TB,HDD,HPNotebook15-bs190od (i5-8250U/4GB/1TB/W10),1366,768
17.3,8,Nvidia GeForce MX150,No OS,2.8,698.0,Intel,Intel Core,5,1.6,256GB,SSD,LenovoNotebookIdeaPad 320-17IKBR,1600,900
15.6,4,Intel HD Graphics,Windows 10,2.2,369.0,Intel,Intel Celeron,3050,1.6,500GB,HDD,AsusNotebookX553SA-XX031T (N3050/4GB/500GB/W10),1366,768
15.6,8,Intel HD Graphics 620,Windows 10,2.3,1094.0,Intel,Intel Core,5,2.7,256GB,SSD,Dell2 in 1 ConvertibleInspiron 5578,1920,1080
13.3,4,Intel UHD Graphics 620,Windows 10,1.49,754.0,Intel,Intel Core,5,1.6,500GB,HDD,HPNotebookProBook 430,1920,1080
13.9,8,Intel HD Graphics 620,Windows 10,1.38,1349.0,Intel,Intel Core,7,2.7,256GB,SSD,Lenovo2 in 1 ConvertibleYoga 910-13IKB,1920,1080
13.3,8,Intel UHD Graphics 620,Windows 10,1.2,1449.9,Intel,Intel Core,5,1.6,256GB,SSD,DellUltrabookXPS 13,1920,1080
15.6,4,Intel HD Graphics 620,Windows 10,2.0,489.0,Intel,Intel Core,3,2.4,500GB,HDD,ToshibaNotebookSatellite Pro,1366,768
15.6,8,Nvidia GeForce 930MX,Windows 10,2.04,889.0,Intel,Intel Core,5,2.5,256GB,SSD,HPNotebookProbook 450,1920,1080
15.6,4,Intel HD Graphics 620,Windows 10,2.04,742.0,Intel,Intel Core,5,2.5,500GB,HDD,HPNotebookProBook 450,1366,768
15.6,4,Intel HD Graphics 620,Windows 10,2.04,839.0,Intel,Intel Core,5,2.5,256GB,SSD,HPNotebookProBook 450,1920,1080
13.3,32,Intel HD Graphics 620,Windows 10,1.05,2799.0,Intel,Intel Core,7,2.7,512GB,SSD,ToshibaUltrabookPortege X30-D-10L,1920,1080
17.3,8,Nvidia GeForce GTX 1050,Windows 10,2.7,1095.0,Intel,Intel Core,5,2.5,128GB,SSD,MSIGamingGL72M 7RDX,1920,1080
17.3,64,Nvidia GeForce GTX 980 ,Windows 10,3.58,3975.0,Intel,Intel Core,7,2.7,1TB,SSD,AsusGamingROG G701VO,1920,1080
14.0,12,Intel HD Graphics 520,Windows 10,1.4,1673.0,Intel,Intel Core,7,2.6,256GB,SSD,LenovoUltrabookThinkpad T460s,1920,1080
15.6,16,AMD Radeon 530,Windows 10,2.2,1135.0,Intel,Intel Core,7,1.8,256GB,SSD,DellNotebookInspiron 5570,1920,1080
13.3,8,Intel HD Graphics 520,Windows 10,1.6,689.0,Intel,Intel Core,5,2.3,256GB,SSD,Acer2 in 1 ConvertibleAspire R7,1920,1080
13.0,8,Intel HD Graphics 620,Windows 10,1.05,1499.0,Intel,Intel Core,7,2.7,512GB,SSD,HuaweiUltrabookMateBook X,2160,1440
15.6,8,AMD Radeon 520,Windows 10,2.13,728.0,Intel,Intel Core,5,1.6,256GB,SSD,DellNotebookInspiron 3576,1920,1080
14.0,8,Intel UHD Graphics 620,Windows 10,1.6,884.0,Intel,Intel Core,7,1.8,256GB,SSD,AcerUltrabookSwift 3,1920,1080
15.0,16,Nvidia GeForce 940MX,Windows 10,1.23,1849.0,Intel,Intel Core,7,2.7,256GB,SSD,SamsungUltrabookNotebook 9,1920,1080
14.0,4,Intel HD Graphics 510,Windows 10,1.75,499.0,Intel,Intel Pentium,4405U,2.1,128GB,SSD,ToshibaNotebookSatellite Pro,1366,768
14.0,8,Intel HD Graphics 520,Windows 7,1.43,1469.0,Intel,Intel Core,5,2.3,256GB,SSD,HPNotebookEliteBook 1040,1920,1080
17.3,16,Nvidia GeForce 150MX,Windows 10,2.77,1549.0,Intel,Intel Core,7,1.8,512GB,SSD,DellNotebookInspiron 7773,1920,1080
15.6,16,Nvidia GeForce GTX 1060,Windows 10,2.65,1499.0,Intel,Intel Core,7,2.8,256GB,SSD,DellGamingInspiron 7577,1920,1080
17.3,8,Nvidia Quadro M1200,Windows 10,3.14,1907.99,Intel,Intel Core,7,2.8,500GB,HDD,HPWorkstationZBook 17,1920,1080
15.6,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,1299.0,Intel,Intel Core,7,2.8,256GB,SSD,MSIGamingGP62M 7REX,1920,1080
14.0,8,Intel HD Graphics 520,Windows 10,1.95,1180.0,Intel,Intel Core,5,2.3,256GB,SSD,ToshibaNotebookTecra A40-C-1DF,1920,1080
15.6,4,Intel HD Graphics 505,Windows 10,2.2,344.0,Intel,Intel Pentium,4200,1.1,500GB,HDD,LenovoNotebookIdeaPad 320-15IAP,1920,1080
13.3,4,Intel HD Graphics 620,Windows 10,1.71,649.0,Intel,Intel Core,3,2.4,1TB,HDD,Dell2 in 1 ConvertibleInspiron 5378,1920,1080
15.6,4,Intel HD Graphics 520,Windows 7,2.31,940.0,Intel,Intel Core,5,2.3,500GB,HDD,HPNotebookProbook 650,1920,1080
13.3,8,Intel HD Graphics 620,Windows 10,1.29,1477.0,Intel,Intel Core,7,2.7,256GB,SSD,DellUltrabookXPS 13,3200,1800
15.6,4,Intel HD Graphics,Windows 10,1.89,248.9,Intel,Intel Atom,5,1.44,64GB,Flash Storage,"ChuwiNotebookLapbook 15,6",1920,1080
17.3,12,Nvidia GeForce GTX 1060,Windows 10,3.78,1699.0,Intel,Intel Core,7,2.8,1TB,HDD,HPGamingOmen 17-an006nv,1920,1080
15.6,8,Intel HD Graphics 620,Windows 10,1.91,659.0,Intel,Intel Core,7,1.8,256GB,SSD,HPUltrabook15-BS101nv (i7-8550U/8GB/256GB/FHD/W10),1920,1080
15.6,4,Intel HD Graphics 520,No OS,1.86,345.99,Intel,Intel Core,3,2.0,1TB,HDD,HPNotebook250 G6,1366,768
17.3,4,AMD Radeon R7 M445,Windows 10,2.36,659.0,Intel,Intel Core,3,2.0,1TB,HDD,DellNotebookInsprion 5767,1600,900
13.3,8,Intel HD Graphics 620,Windows 10,1.28,2277.0,Intel,Intel Core,5,2.5,256GB,SSD,HP2 in 1 ConvertibleEliteBook x360,1920,1080
17.3,16,Nvidia GeForce GTX 1070,Windows 10,3.78,2499.0,Intel,Intel Core,7,2.8,256GB,SSD,MSIGamingGT72VR Dominator,1920,1080
17.3,8,AMD Radeon 530,Windows 10,2.8,1085.0,Intel,Intel Core,5,1.6,128GB,SSD,DellNotebookInspiron 5770,1920,1080
15.6,8,Nvidia Quadro M1000M,Windows 10,2.0,2249.0,Intel,Intel Core,7,2.7,8GB,SSD,HPWorkstationZBook Studio,1920,1080
13.3,4,Intel HD Graphics 400,Windows 10,1.35,196.0,Intel,Intel Atom,5,1.44,32GB,Flash Storage,VeroNotebookV131 (X5-Z8350/4GB/32GB/FHD/W10),1920,1080
14.0,8,Nvidia GeForce 940MX,Windows 10,1.5,1099.0,Intel,Intel Core,5,2.5,256GB,SSD,LenovoNotebookIdeaPad 720S-14IKB,1920,1080
15.6,4,AMD Radeon R4,Windows 10,2.19,298.0,AMD,AMD A6-Series,6,2.0,500GB,HDD,LenovoNotebook110-15ACL (A6-7310/4GB/500GB/W10),1366,768
15.6,8,AMD Radeon 530,Windows 10,2.36,979.0,Intel,Intel Core,7,1.8,128GB,SSD,DellNotebookInspiron 5570,1920,1080
15.6,8,AMD Radeon R5 M430,Windows 10,2.24,565.0,Intel,Intel Core,5,2.5,1TB,HDD,DellNotebookInspiron 3567,1920,1080
13.3,8,Intel HD Graphics 615,Windows 10,1.24,1813.0,Intel,Intel Core,5,1.2,256GB,SSD,Dell2 in 1 ConvertibleXPS 13,3200,1800
15.6,16,Nvidia GeForce GTX 1060,Windows 10,3.2,1499.0,Intel,Intel Core,7,2.8,256GB,SSD,LenovoGamingLegion Y720-15IKB,1920,1080
15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.2,1099.0,Intel,Intel Core,7,2.8,128GB,SSD,HPGamingOmen 15-AX205na,1920,1080
15.6,4,AMD Radeon 520,Windows 10,1.91,499.0,AMD,AMD A9-Series,9,3.0,256GB,SSD,HPUltrabook15-BW004nv (A9-9420/4GB/256GB/Radeon,1920,1080
17.3,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1599.0,Intel,Intel Core,7,2.8,256GB,SSD,MSIGamingGE72VR 6RF,1920,1080
15.6,4,Intel HD Graphics 520,Windows 10,2.1,449.0,Intel,Intel Core,3,2.0,128GB,SSD,AcerNotebookAspire A315-51,1366,768
15.6,8,Nvidia GeForce 940MX,No OS,2.2,499.0,Intel,Intel Core,3,2.4,1TB,HDD,LenovoNotebookIdeaPad 320-15IKB,1920,1080
12.5,8,Intel HD Graphics 520,Windows 10,1.25,1029.0,Intel,Intel Core,7,2.5,256GB,SSD,RazerUltrabookBlade Stealth,3840,2160
15.6,4,Intel HD Graphics 520,Windows 7,2.24,737.0,Intel,Intel Core,5,2.3,500GB,HDD,DellNotebookVostro 3559,1366,768
15.6,8,AMD Radeon R7 M365X,Windows 10,1.84,1296.99,Intel,Intel Core,7,2.5,256GB,SSD,HPUltrabookEliteBook 850,1920,1080
15.6,16,AMD Radeon R7 M445,Windows 10,2.3,1181.27,Intel,Intel Core,7,2.7,256GB,SSD,DellNotebookInspiron 5567,1920,1080
15.6,8,Intel HD Graphics 520,Windows 10,2.29,459.0,Intel,Intel Core,3,2.3,1TB,HDD,LenovoNotebookIdeaPad 110-15ISK,1366,768
14.0,8,Intel UHD Graphics 620,Windows 10,1.7,879.0,Intel,Intel Core,5,1.6,256GB,SSD,DellUltrabookVostro 5471,1920,1080
15.6,8,AMD Radeon 520,Linux,2.14,735.07,Intel,Intel Core,7,1.8,256GB,SSD,DellNotebookInspiron 3576,1920,1080
17.3,16,Nvidia GeForce GTX 980M,Windows 10,4.3,2150.0,Intel,Intel Core,7,2.6,512GB,SSD,AsusGamingRog G752VY-GC229T,1920,1080
17.3,4,Intel HD Graphics 520,Windows 10,2.8,489.0,Intel,Intel Core,3,2.0,1TB,HDD,LenovoNotebookIdeaPad 320-17ISK,1600,900
13.3,8,Intel HD Graphics 520,Windows 7,1.2,1460.0,Intel,Intel Core,5,2.3,256GB,SSD,ToshibaNotebookPortege Z30-C-1CW,1920,1080
13.3,8,Intel HD Graphics 620,Windows 10,1.5,973.0,Intel,Intel Core,5,2.5,256GB,SSD,ToshibaNotebookSatellite Pro,1920,1080
15.6,8,AMD Radeon R7 M445,Windows 10,2.33,899.0,Intel,Intel Core,7,2.7,256GB,SSD,DellNotebookInspiron 5567,1920,1080
14.0,8,Intel HD Graphics 520,Windows 7,1.43,1449.0,Intel,Intel Core,7,2.6,256GB,SSD,HPUltrabookEliteBook 1040,1920,1080
15.6,4,Intel HD Graphics 620,Windows 10,1.85,779.0,Intel,Intel Core,7,2.7,1TB,HDD,LenovoNotebookV310-15IKB (i7-7500U/4GB/1TB/FHD/W10),1920,1080
12.5,8,Intel HD Graphics 620,Windows 10,1.36,1650.0,Intel,Intel Core,7,2.7,256GB,SSD,LenovoUltrabookThinkpad X270,1920,1080
17.3,16,Nvidia GeForce GTX 1060,Windows 10,2.73,2049.9,Intel,Intel Core,7,2.8,256GB,SSD,AsusGamingRog Strix,1920,1080
15.6,4,Nvidia GeForce 920M,Windows 10,2.4,609.0,Intel,Intel Core,5,2.5,1TB,HDD,LenovoNotebookIdeaPad 310-15IKB,1920,1080
